,business_id,city,full_address,latitude,longitude,name,review_count,stars,state,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Noise Level,Attire,Alcohol,Price_Range,Delivery,Outdoor_Seating,Drive-Thru,Good_for_Groups,Has_TV,Caters,Waiter_Service,Good_for_Kids,Accepts_Credit_Cards,Takes_Reservations,Wi_Fi,Happy_Hour,Good_for_Dancing,Smoking,BYOB,Corkage,Take_Out,Coat_Check,Parking_Street,Parking_Valet,Parking_Lot,Parking_Garage,Parking_Validated,Music_DJ,Music_Karaoke,Music_Video,Music_Live,Music_Jukebox,Music_Background_Music,Is_Restaurants,Sandwiches,Fast Food,Nightlife,Pizza,Bars,Mexican,Food,American (Traditional),Burgers,Chinese,Italian,American (New),Breakfast & Brunch,Thai,Indian,Sushi Bars,Korean,Mediterranean,Japanese,Seafood,Middle Eastern,Pakistani,Barbeque,Vietnamese,Asian Fusion,Diners,Greek,Vegetarian,Number_of_Checkins,Number_of_Tips,Number_of_Tip_Likes
20205,EzwpoKQrHgDHwpuCUw074Q,Phoenix,"19407 N 27th Ave Phoenix, AZ 85027",33.662057700000005,-112.11664250000001,In-N-Out Burger,76,4.0,AZ,10:30,01:00,10:30,01:00,10:30,01:00,10:30,01:00,10:30,01:00,10:30,01:30,10:30,01:30,average,casual,none,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,33,0
20206,okZoXqIQ1V8wkn3vNjV3RA,Tempe,"1403 W 10th Pl Ste B105 Tempe, AZ 85281",33.4170969,-111.96178950000001,Munch A Lunch,26,3.0,AZ,,,07:30,14:30,07:30,14:30,07:30,14:30,07:30,14:30,07:30,14:30,,,average,casual,none,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0
20229,Tmzzn7JyCoMgeb-IYRNlGQ,Scottsdale,"7609 E Pinnacle Peak Rd Scottsdale, AZ 85250",33.6986501,-111.9174368,Pie in the Sky,3,4.0,AZ,,,,,,,,,,,,,,,,casual,,2.0,0.0,1.0,,0.0,,,0.0,1.0,1.0,0.0,,,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20242,yGmdo1ENajB98iryHGoWFw,Tempe,"3223 S Mill Ave Tempe, AZ 85281",33.3941262,-111.9394649,Monkey Pants Bar & Grill,129,3.5,AZ,10:00,02:00,10:00,02:00,10:00,02:00,10:00,02:00,10:00,02:00,10:00,02:00,10:00,02:00,average,casual,full_bar,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,free,1.0,1.0,outdoor,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,47,0
20246,w19cemjVR8u02PgjFpJ7Mw,Phoenix,"4340 E. Indian School Rd. Phoenix, AZ 85018",33.4954826,-111.9883722,Pita Jungle,300,4.0,AZ,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,average,casual,beer_and_wine,2.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,no,,,,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1472,75,0
20259,A4pL6j3e6JAtblmCUF2GZA,Tempe,"7720 S Priest Dr Tempe, AZ 85284",33.3480423402709,-111.964952945709,Crazy Buffet,118,2.5,AZ,10:30,21:00,10:00,22:30,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:30,10:00,22:30,average,casual,beer_and_wine,2.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138,22,0
20261,OgwWmZCXjQRa8Qyg0KmMhw,Gilbert,"835 N Gilbert Rd Gilbert, AZ 85233",33.36614960000001,-111.7897936,Gecko Grill,37,4.0,AZ,,,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,average,casual,none,2.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,4,0
20263,MJ6_uOT55dq5ALphFqMVkw,Phoenix,"2825 N Central Ave Phoenix, AZ 85012",33.479781800000005,-112.0732757,Lenny's Burger Shop,173,4.0,AZ,,,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,10:00,14:00,average,casual,none,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,397,46,0
20268,HDvCnqIf5twbMb5-eG1EJw,Scottsdale,"7388 E Shea Blvd Scottsdale, AZ 85260",33.5822229,-111.92168329999998,Butterfield's Pancake House,454,4.0,AZ,06:00,15:00,06:00,15:00,06:00,15:00,06:00,15:00,06:00,15:00,06:00,15:00,06:00,15:00,average,casual,none,2.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,no,,,,0.0,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,110,0
20276,DmO9vsVgGwwu7QdZPoi6xA,Tempe,"216 E University Dr Tempe, AZ 85281",33.422317,-111.936052,Mamacita's Cantina,4,3.5,AZ,,,,,,,,,,,,,,,,casual,,,0.0,1.0,,1.0,,,1.0,,1.0,0.0,,1.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20289,zQC9irYDfgiV3DiIiekx7g,Phoenix,"6505 N 7th St Phoenix, AZ 85073",33.531328,-112.06466,Marilyn's Fish & Chips,12,4.0,AZ,11:00,20:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,quiet,casual,none,2.0,1.0,0.0,0.0,1.0,,,0.0,1.0,1.0,1.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,4,0
20290,uJCH3sqVcqjOfLv3BB9E_w,Glendale,"4920 W Thunderbird Rd Ste 102 Glendale, AZ 85306",33.611237,-112.164799,Mr Good Cents,35,4.0,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,12,0
20291,WdbFN-4gIIWWIxP0sa_HRw,Tempe,"1101 W University Dr Ste 101 Tempe, AZ 85281",33.4217299,-111.95432,Sidewalk Cafe,9,4.0,AZ,,,,,,,,,,,,,,,,casual,none,1.0,0.0,1.0,,0.0,,,0.0,1.0,1.0,0.0,,,,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20300,N1SH5D1tOUqBlCylPplqPw,Scottsdale,"7919 E Thomas Rd Scottsdale, AZ 85250",33.4801716,-111.91055449999999,Kinfolk's BBQ,22,4.0,AZ,,,,,,,,,,,,,,,,casual,beer_and_wine,2.0,0.0,0.0,,1.0,,,1.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20301,72Hr_FKSpbVQl8oPEabaRQ,Gilbert,"1605 S Gilbert Rd Ste 102 Gilbert, AZ 85295",33.31081,-111.77201200000002,Cooper's BBQ,5,4.0,AZ,,,,,,,,,,,,,,,,casual,none,1.0,,0.0,,1.0,,,0.0,0.0,,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20302,X_J65cnN3jJWGYacyNwKGg,Phoenix,"4636 S 36th St Phoenix, AZ 85040",33.4038261,-112.0045736,The Barbecue Company Grill and Cafe,106,4.0,AZ,,,10:30,15:00,10:30,15:00,10:30,15:00,10:30,15:00,10:30,15:00,,,average,casual,none,2.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,1.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,372,36,0
20310,r6PWYVbDY4c-XqeXpu0u3w,Chandler,"48 San Marcos Pl Chandler, AZ 85225",33.304511,-111.84198300000001,Babycakes Cafe,3,2.5,AZ,,,,,,,,,,,,,,,,casual,,2.0,,,,0.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20313,dxAlupwjiQH91m4cE9a17g,Phoenix,"8056 N 19th Ave Phoenix, AZ 85021",33.554095399999994,-112.1001383,Wahsun Chinese Restaurant,68,4.0,AZ,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,,,11:00,20:00,11:00,20:00,average,casual,none,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11,0
20318,619v4z_tj2NiZWuX1tPdrw,Phoenix,"2410 W Bell Rd Phoenix, AZ 85023",33.6401217,-112.1116606,Black Bear Diner,26,4.0,AZ,,,,,,,,,,,,,,,,casual,none,1.0,0.0,0.0,,1.0,,,1.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20322,fH87P0kpjYbUULC9eoJQbA,Mesa,"502 S Dobson Rd Mesa, AZ 85209",33.405652,-111.87524599999999,Pho Mesa,8,3.0,AZ,,,,,,,,,,,,,,,,casual,none,1.0,,0.0,,1.0,,,1.0,1.0,1.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20326,Dhtdds7WR_h7W1FrcdW3uA,Fountain Hills,"13014 N Saguaro Blvd Ste 101 Fountain Hills, AZ 85268",33.604856,-111.71508200000001,Terra Nostra,6,3.5,AZ,,,,,,,,,,,,,,,quiet,casual,full_bar,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0
20332,bfDQai9X59uWK-XgP0t6rA,Tempe,"8000 S Priest Rd Tempe, AZ 85284",33.344158,-111.963722,Dos Gringos,111,3.0,AZ,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,11:00,02:00,average,casual,full_bar,2.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,free,1.0,0.0,outdoor,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,32,0
20359,UL6H7LGaeM4X0p8OJ3h1aw,Avondale,"10210 W McDowell Rd Unit 120 Avondale, AZ 85323",33.430535,-112.345359,Ararat Mediterranean Restaurant,6,4.0,AZ,,,,,,,,,,,,,,,,casual,,2.0,0.0,0.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20364,VIIoBwWzSkxcD7gp9-i1pw,Chandler,"7131 W Ray Rd Chandler, AZ 85226",33.317906,-111.96413799999999,56 East Bar and Kitchen,5,3.5,AZ,,,,,,,,,,,,,,,,casual,full_bar,2.0,0.0,1.0,,1.0,,,1.0,0.0,1.0,1.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20376,XGK7mKZJQtJa77Izhx6xyQ,Peoria,"8275 W Lake Pleasant Pkwy Peoria, AZ 85382",33.669826,-112.239255,Royal Gyros,6,4.0,AZ,,,,,,,,,,,,,,,quiet,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20378,RFMcLH3_58eAwvSfvLhJew,Goodyear,"1380 N Litchfield Rd Goodyear, AZ 85338",33.460114796553,-112.359666714143,Wildflower Bread Company,110,4.0,AZ,07:00,20:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,07:00,21:00,average,casual,none,2.0,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,34,1
20379,7Zo1DzdwZlGMxPu1AFMSsw,Phoenix,"2501 W Happy Valley Rd Phoenix, AZ 85085",33.711122373490504,-112.11125212984501,Bajio Mexican Grill,49,3.0,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,17,0
20380,RUZTqEmHP_K9pV4fyzJ7dA,Chandler,"2965 S Alma School Rd Chandler, AZ 85286",33.263179572662395,-111.856432372377,Peter Piper Pizza,15,3.5,AZ,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,23:00,10:00,23:00,loud,casual,beer_and_wine,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,0
20381,rV9baZEjqw4fEjt0pYP7Ng,Casa Grande,"2233 E Florence Boulevard Casa Grande, AZ 85222",32.8794061,-111.69091189999999,Burger King,5,2.5,AZ,,,,,,,,,,,,,,,quiet,casual,,1.0,0.0,,1.0,1.0,,,,1.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
20388,4l3eeM1sOACwdJAz4UyIPQ,Phoenix,"3 S 2nd St Phoenix, AZ 85004",33.4470733,-112.07097749999998,China Inn,3,2.0,AZ,,,,,,,,,,,,,,,,casual,,1.0,1.0,1.0,,1.0,,,0.0,1.0,,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20390,RiSCxwndylgzfMc3whD0sg,Phoenix,"4145 N 83rd Ave Phoenix, AZ 85033",33.495421585208994,-112.235797843445,Little Caesars Pizza,4,2.0,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20395,bI056gDKy4LeXQQ9BIHBkQ,Peoria,"9036 W Union Hills Drive Peoria, AZ 85382",33.6531461,-112.253795,Long John Silver's,3,2.5,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20396,mUVTlJSil_xyjPD6qMx8UA,Phoenix,"4426 N 19th Ave Phoenix, AZ 85015",33.5014106,-112.10003619999999,Fattoush Restaurant,57,3.5,AZ,,,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,21:00,11:00,21:00,quiet,casual,none,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,no,,,,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,5,0
20403,aI8b-8ulVu9VhaINjNb6-Q,Youngtown,"11101 Grand Ave Youngtown, AZ 85363",33.6051031,-112.29930149999998,Jack in the Box,10,2.5,AZ,,,,,,,,,,,,,,,quiet,casual,none,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0
20405,qsGNDPjBucU-yEwePopohw,Glendale,"5814 W Olive Ave Glendale, AZ 85302",33.5675058,-112.1841886,Pizza Patron,5,3.0,AZ,,,,,,,,,,,,,,,average,casual,,1.0,,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
20410,8UTQX1Yz069EFNiAYqIYPA,Mesa,"3426 E Baseline Rd Mesa, AZ 85204",33.381125460466,-111.75696346595,Sauce Pizza & Wine,111,4.0,AZ,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,22:00,11:00,22:00,average,casual,beer_and_wine,2.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,23,1
20424,jYFhL2RomSSUiRJYWT3mew,Phoenix,"4024 N 67th Ave Phoenix, AZ 85033",33.4939744,-112.20467959999999,Peter Piper Pizza,5,3.5,AZ,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,23:00,10:00,23:00,average,casual,beer_and_wine,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,free,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0
20426,gfSNqTICrdeewK8XINGSaA,Chandler,"1909 E Ray Rd Chandler, AZ 85225",33.319907,-111.809582,Taiko,113,4.0,AZ,17:00,21:00,,,17:00,21:00,17:00,21:00,17:00,21:00,17:00,22:00,17:00,22:00,average,casual,beer_and_wine,2.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,299,46,0
20427,OH-ADg497ZhOlka7vQJCfA,Queen Creek,"561 E Bella Vista St Queen Creek, AZ 85242",33.2634458,-111.71302040000002,Pizza Hut,9,1.5,AZ,,,,,,,,,,,,,,,average,casual,none,,1.0,0.0,,,1.0,,1.0,1.0,1.0,,free,,,,,,1.0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20429,AJ6zl44qj8jEnp4NhmaWnA,Mesa,"340 W University Dr Mesa, AZ 85201",33.422726000000004,-111.839106,Domino's Pizza,3,4.5,AZ,10:00,01:00,10:00,01:00,10:00,01:00,10:00,01:00,10:00,01:00,10:00,02:00,10:00,02:00,,casual,none,1.0,1.0,0.0,,1.0,0.0,,0.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
20431,3qx7XDbxPBPXX53u9qdG_w,Scottsdale,"14651 N Northsight Blvd Scottsdale, AZ 85260",33.6181906,-111.89765690000002,Subway,7,3.5,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2,0
20433,4uvdld7zvWk05RZuI9rDPA,Phoenix,"3101 W Indian School Rd Phoenix, AZ 85017",33.494408,-112.126279,Bill Johnson's Big Apple Restaurants,20,3.5,AZ,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,22:00,06:00,22:00,average,casual,full_bar,2.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,0
20434,Y7TtI1lfThKlqZAhtQEvYw,Mesa,"2753 E Broadway Rd Mesa, AZ 85204",33.4066768,-111.77157779999999,Subway,4,1.5,AZ,,,,,,,,,,,,,,,,casual,,1.0,0.0,0.0,,1.0,,0.0,,1.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
20447,RIyF7kWeceEtcPpGG8oNJw,Chandler,"2750 E Germann Rd Chandler, AZ 85249",33.280892,-111.793222,McDonald's,7,2.0,AZ,,,,,,,,,,,,,,,average,casual,,2.0,0.0,0.0,1.0,1.0,1.0,,,1.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,4,0
20450,EzMFvyGJ8onE6zANDY9qRg,Mesa,"2721 S Ellsworth Rd Ste 107 Mesa, AZ 85209",33.3657594,-111.63512279999999,Venezias New York Style Pizzeria,117,3.5,AZ,10:30,22:00,10:30,22:00,10:30,22:00,10:00,22:00,10:00,22:00,10:30,23:00,10:30,23:00,average,casual,beer_and_wine,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,39,0
20458,xGWMOMwOcMSxvuIV4CSjHw,Chandler,"6140 W Chandler Blvd Chandler, AZ 85226",33.3059385,-111.94717790000001,Subway,10,4.0,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0
20464,4NMElef11_YmVzxOpcsALg,Phoenix,"1580 E Pima St Phoenix, AZ 85034",33.4335278,-112.0485338,Pitic Restaurant,37,4.0,AZ,08:00,00:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,00:00,08:00,00:00,average,casual,full_bar,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,17,0
20465,f7Xe9Xzoafhi_EY4xwEpSw,Tempe,"1835 E Guadalupe Rd Ste D111 Tempe, AZ 85283",33.3616642,-111.9096233,Miele's Italian Bistro,175,4.0,AZ,11:30,20:00,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,11:30,22:00,11:30,22:00,average,casual,full_bar,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,31,0
20471,FaFR-cMtfRgKk7NCRcZmYQ,Scottsdale,"15768 N Pima Rd Scottsdale, AZ 85260",33.6291077242617,-111.892104556574,McDonald's,16,2.0,AZ,,,,,,,,,,,,,,,average,casual,none,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,free,,,,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,6,0
